,fields.item_name,fields.brand_name,healthy,clean_item_name,filtered_item_name
2415,"Boneless Dry Rub Blackening Wings, 12 Wings With Celery",Beef o Brady's,0,"['boneless', 'dry', 'rub', 'blackening', 'wings', '12', 'wings', 'with', 'celery']","['boneless', 'dri', 'rub', 'blacken', 'wing', '12', 'wing', 'celeri']"
2416,California Turkey Melt Combo,Beef o Brady's,0,"['california', 'turkey', 'melt', 'combo']","['california', 'turkey', 'melt', 'combo']"
2417,Chili Dog Combo,Beef o Brady's,0,"['chili', 'dog', 'combo']","['chili', 'dog', 'combo']"
2418,"Traditional Garlic Parmesan Wings, 18 Wings With Celery",Beef o Brady's,0,"['traditional', 'garlic', 'parmesan', 'wings', '18', 'wings', 'with', 'celery']","['tradit', 'garlic', 'parmesan', 'wing', '18', 'wing', 'celeri']"
2419,Medium Traditional Wing Sauce,Beef o Brady's,0,"['medium', 'traditional', 'wing', 'sauce']","['medium', 'tradit', 'wing', 'sauc']"
2420,Watterson,Beef o Brady's,0,['watterson'],['watterson']
2421,"Boneless X, Hot Wings, 25 Wings With Celery",Beef o Brady's,0,"['boneless', 'x', 'hot', 'wings', '25', 'wings', 'with', 'celery']","['boneless', 'x', 'hot', 'wing', '25', 'wing', 'celeri']"
2422,"Build Your Own Burger, Blue Cheese Dressing",Beef o Brady's,0,"['build', 'your', 'own', 'burger', 'blue', 'cheese', 'dressing']","['build', 'burger', 'blue', 'chees', 'dress']"
2423,Ribs Half Order,Beef o Brady's,0,"['ribs', 'half', 'order']","['rib', 'half', 'order']"
2424,Add Blue Cheese Dressing,Beef o Brady's,0,"['add', 'blue', 'cheese', 'dressing']","['add', 'blue', 'chees', 'dress']"
2425,"Traditional Honey BBQ Wings, 8 Wings With Celery",Beef o Brady's,0,"['traditional', 'honey', 'bbq', 'wings', '8', 'wings', 'with', 'celery']","['tradit', 'honey', 'bbq', 'wing', '8', 'wing', 'celeri']"
2426,"Build Your Own Personal Pizza, Pepperoni",Beef o Brady's,1,"['build', 'your', 'own', 'personal', 'pizza', 'pepperoni']","['build', 'person', 'pizza', 'pepperoni']"
2427,"Shrimp Dinner, Grilled",Beef o Brady's,0,"['shrimp', 'dinner', 'grilled']","['shrimp', 'dinner', 'grill']"
2428,Nuclear Traditional Wing Sauce,Beef o Brady's,0,"['nuclear', 'traditional', 'wing', 'sauce']","['nuclear', 'tradit', 'wing', 'sauc']"
2429,Cadillac Margarita,Beef o Brady's,0,"['cadillac', 'margarita']","['cadillac', 'margarita']"
2430,Add Spicy Dipping Sauce,Beef o Brady's,1,"['add', 'spicy', 'dipping', 'sauce']","['add', 'spici', 'dip', 'sauc']"
2431,"Lettuce Wraps, Shrimp",Beef o Brady's,0,"['lettuce', 'wraps', 'shrimp']","['lettuc', 'wrap', 'shrimp']"
2432,"Traditional Plain Wings, 18 Wings With Celery",Beef o Brady's,0,"['traditional', 'plain', 'wings', '18', 'wings', 'with', 'celery']","['tradit', 'plain', 'wing', '18', 'wing', 'celeri']"
2433,"Five Meat Pizza, Personal",Beef o Brady's,0,"['five', 'meat', 'pizza', 'personal']","['five', 'meat', 'pizza', 'person']"
2434,"Cheese Pizza, Large",Beef o Brady's,1,"['cheese', 'pizza', 'large']","['chees', 'pizza', 'larg']"
2435,"Cheese Pizza, Personal",Beef o Brady's,0,"['cheese', 'pizza', 'personal']","['chees', 'pizza', 'person']"
2436,Basket of Fries With Cheese Added,Beef o Brady's,0,"['basket', 'of', 'fries', 'with', 'cheese', 'added']","['basket', 'fri', 'chees', 'ad']"
2437,Chocolate Molten Cake,Beef o Brady's,0,"['chocolate', 'molten', 'cake']","['chocol', 'molten', 'cake']"
2438,Add Caesar Dressing,Beef o Brady's,0,"['add', 'caesar', 'dressing']","['add', 'caesar', 'dress']"
2439,Buffalo Chicken Salad,Beef o Brady's,0,"['buffalo', 'chicken', 'salad']","['buffalo', 'chicken', 'salad']"
2440,Santa Fe Salad,Beef o Brady's,0,"['santa', 'fe', 'salad']","['santa', 'fe', 'salad']"
2441,Chicken Tacos Basket,Beef o Brady's,0,"['chicken', 'tacos', 'basket']","['chicken', 'taco', 'basket']"
2442,Fish Tacos Basket,Beef o Brady's,0,"['fish', 'tacos', 'basket']","['fish', 'taco', 'basket']"
2443,"Big Catch Dinner, Blackened",Beef o Brady's,0,"['big', 'catch', 'dinner', 'blackened']","['big', 'catch', 'dinner', 'blacken']"
2444,Philly Steak Sandwich,Beef o Brady's,0,"['philly', 'steak', 'sandwich']","['philli', 'steak', 'sandwich']"
2445,Turkey Reuben,Beef o Brady's,0,"['turkey', 'reuben']","['turkey', 'reuben']"
2446,"Chicken & Dumplings Soup, Bowl",Beef o Brady's,0,"['chicken', 'dumplings', 'soup', 'bowl']","['chicken', 'dumpl', 'soup', 'bowl']"
2447,"Chicken Tortilla Soup, Cup",Beef o Brady's,1,"['chicken', 'tortilla', 'soup', 'cup']","['chicken', 'tortilla', 'soup', 'cup']"
2448,"French Onion Soup, Bowl",Beef o Brady's,0,"['french', 'onion', 'soup', 'bowl']","['french', 'onion', 'soup', 'bowl']"
2449,"French Onion Soup, Cup",Beef o Brady's,0,"['french', 'onion', 'soup', 'cup']","['french', 'onion', 'soup', 'cup']"
2450,"Flat White with Nonfat Milk, Venti",Starbucks,1,"['flat', 'white', 'with', 'nonfat', 'milk', 'venti']","['flat', 'white', 'nonfat', 'milk', 'venti']"
2451,"Cold Brewed Coffee, Tall",Starbucks,1,"['cold', 'brewed', 'coffee', 'tall']","['cold', 'brew', 'coffe', 'tall']"
2452,"Flat White with Nonfat Milk, Short",Starbucks,1,"['flat', 'white', 'with', 'nonfat', 'milk', 'short']","['flat', 'white', 'nonfat', 'milk', 'short']"
2453,"Chai Creme Frappuccino with Whole Milk and Whip, Venti",Starbucks,0,"['chai', 'creme', 'frappuccino', 'with', 'whole', 'milk', 'and', 'whip', 'venti']","['chai', 'creme', 'frappuccino', 'whole', 'milk', 'whip', 'venti']"
2454,"Teavana Shaken Iced Green Tea Sweetened, Tall",Starbucks,1,"['teavana', 'shaken', 'iced', 'green', 'tea', 'sweetened', 'tall']","['teavana', 'shaken', 'ice', 'green', 'tea', 'sweeten', 'tall']"
2455,"Double Chocolaty Chip Creme Frappuccino with Whole Milk and Whip, Venti",Starbucks,0,"['double', 'chocolaty', 'chip', 'creme', 'frappuccino', 'with', 'whole', 'milk', 'and', 'whip', 'venti']","['doubl', 'chocolati', 'chip', 'creme', 'frappuccino', 'whole', 'milk', 'whip', 'venti']"
2456,"Ginger Ale, Trenta",Starbucks,0,"['ginger', 'ale', 'trenta']","['ginger', 'ale', 'trenta']"
2457,Frappuccino Cookie Straw,Starbucks,1,"['frappuccino', 'cookie', 'straw']","['frappuccino', 'cooki', 'straw']"
2458,Almond Croissant,Starbucks,0,"['almond', 'croissant']","['almond', 'croissant']"
2459,Classic Oatmeal,Starbucks,1,"['classic', 'oatmeal']","['classic', 'oatmeal']"
2460,S'mores Bar,Starbucks,0,"['smores', 'bar']","['smore', 'bar']"
2461,Cheese Danish,Starbucks,0,"['cheese', 'danish']","['chees', 'danish']"
2462,Pecan Tart,Starbucks,1,"['pecan', 'tart']","['pecan', 'tart']"
2463,S'mores Bar Multipack,Starbucks,0,"['smores', 'bar', 'multipack']","['smore', 'bar', 'multipack']"
2464,Four Peaks Kilt Lifter (Draft),Taco Bell,1,"['four', 'peaks', 'kilt', 'lifter', 'draft']","['four', 'peak', 'kilt', 'lifter', 'draft']"
2465,Blue Point Hoptical Illusion IPA (Draft),Taco Bell,1,"['blue', 'point', 'hoptical', 'illusion', 'ipa', 'draft']","['blue', 'point', 'hoptic', 'illus', 'ipa', 'draft']"
2466,Beach Bell Beer (12 oz),Taco Bell,1,"['beach', 'bell', 'beer', '12', 'oz']","['beach', 'bell', 'beer', '12', 'oz']"
2467,Beach Bell Beer (Draft),Taco Bell,1,"['beach', 'bell', 'beer', 'draft']","['beach', 'bell', 'beer', 'draft']"
2468,Michelob Original Lager (12 oz),Taco Bell,1,"['michelob', 'original', 'lager', '12', 'oz']","['michelob', 'origin', 'lager', '12', 'oz']"
2469,Tecate Original (12 oz),Taco Bell,1,"['tecate', 'original', '12', 'oz']","['tecat', 'origin', '12', 'oz']"
2470,Corona Extra (Draft),Taco Bell,1,"['corona', 'extra', 'draft']","['corona', 'extra', 'draft']"
2471,Bud Light (Draft),Taco Bell,1,"['bud', 'light', 'draft']","['bud', 'light', 'draft']"
2472,Sea Hag IPA (Draft),Taco Bell,1,"['sea', 'hag', 'ipa', 'draft']","['sea', 'hag', 'ipa', 'draft']"
2473,Coors (Coors Banquet) (12 oz),Taco Bell,1,"['coors', 'coors', 'banquet', '12', 'oz']","['coor', 'coor', 'banquet', '12', 'oz']"
2474,Heineken Light (Draft),Taco Bell,1,"['heineken', 'light', 'draft']","['heineken', 'light', 'draft']"
2475,Tecate Light (12 oz),Taco Bell,1,"['tecate', 'light', '12', 'oz']","['tecat', 'light', '12', 'oz']"
2476,Kona Big Wave Golden Ale (12 oz),Taco Bell,1,"['kona', 'big', 'wave', 'golden', 'ale', '12', 'oz']","['kona', 'big', 'wave', 'golden', 'ale', '12', 'oz']"
2477,Miller Genuine Draft (12 oz),Taco Bell,1,"['miller', 'genuine', 'draft', '12', 'oz']","['miller', 'genuin', 'draft', '12', 'oz']"
2478,Miller High Life (12 oz),Taco Bell,1,"['miller', 'high', 'life', '12', 'oz']","['miller', 'high', 'life', '12', 'oz']"
2479,Yuengling - Porter (12 oz),Taco Bell,1,"['yuengling', 'porter', '12', 'oz']","['yuengl', 'porter', '12', 'oz']"
2480,Miller Genuine Draft (Draft),Taco Bell,1,"['miller', 'genuine', 'draft', 'draft']","['miller', 'genuin', 'draft', 'draft']"
2481,Barrio Blonde (12 oz),Taco Bell,1,"['barrio', 'blonde', '12', 'oz']","['barrio', 'blond', '12', 'oz']"
2482,Dos Equis Lager Especial (12 oz),Taco Bell,1,"['dos', 'equis', 'lager', 'especial', '12', 'oz']","['do', 'equi', 'lager', 'especi', '12', 'oz']"
2483,Sol Cervesa (Draft),Taco Bell,1,"['sol', 'cervesa', 'draft']","['sol', 'cervesa', 'draft']"
2484,Corona Light (Draft),Taco Bell,1,"['corona', 'light', 'draft']","['corona', 'light', 'draft']"
2485,Victoria (Draft),Taco Bell,1,"['victoria', 'draft']","['victoria', 'draft']"
2486,Cheesy Roll Up - Specialties,Taco Bell,1,"['cheesy', 'roll', 'up', 'specialties']","['cheesi', 'roll', 'specialti']"
2487,Bean Burrito (V),Taco Bell,0,"['bean', 'burrito', 'v']","['bean', 'burrito', 'v']"
2488,Nacho Fries,Taco Bell,1,"['nacho', 'fries']","['nacho', 'fri']"
2489,Nacho Fries BellGrande,Taco Bell,0,"['nacho', 'fries', 'bellgrande']","['nacho', 'fri', 'bellgrand']"
2490,Cinnabon Delights (12 Pack - Serves 4),Taco Bell,0,"['cinnabon', 'delights', '12', 'pack', 'serves', '4']","['cinnabon', 'delight', '12', 'pack', 'serv', '4']"
2491,Black Beans,Taco Bell,1,"['black', 'beans']","['black', 'bean']"
2492,Burrito Supreme - Beef,Taco Bell,0,"['burrito', 'supreme', 'beef']","['burrito', 'suprem', 'beef']"
2493,Chalupa Supreme - Specialties,Taco Bell,1,"['chalupa', 'supreme', 'specialties']","['chalupa', 'suprem', 'specialti']"
2494,Breakfast Crunchwrap - Bacon,Taco Bell,0,"['breakfast', 'crunchwrap', 'bacon']","['breakfast', 'crunchwrap', 'bacon']"
2495,Power Menu Bowl - Steak,Taco Bell,0,"['power', 'menu', 'bowl', 'steak']","['power', 'menu', 'bowl', 'steak']"
2496,Crunchy Taco Supreme,Taco Bell,1,"['crunchy', 'taco', 'supreme']","['crunchi', 'taco', 'suprem']"
2497,Burrito Supreme - Chicken,Taco Bell,0,"['burrito', 'supreme', 'chicken']","['burrito', 'suprem', 'chicken']"
2498,Chili Cheese Burrito (regional),Taco Bell,0,"['chili', 'cheese', 'burrito', 'regional']","['chili', 'chees', 'burrito', 'region']"
2499,Nestle Coffee-Mate Sweetened Original Creamer (1 portion creamer),Taco Bell,1,"['nestle', 'coffeemate', 'sweetened', 'original', 'creamer', '1', 'portion', 'creamer']","['nestl', 'coffeem', 'sweeten', 'origin', 'creamer', '1', 'portion', 'creamer']"
2500,IZZE Sparkling Clementine (20 oz),Taco Bell,0,"['izze', 'sparkling', 'clementine', '20', 'oz']","['izz', 'sparkl', 'clementin', '20', 'oz']"
2501,Vanilla Flavor Shot (32 oz) - LV,Taco Bell,1,"['vanilla', 'flavor', 'shot', '32', 'oz', 'lv']","['vanilla', 'flavor', 'shot', '32', 'oz', 'lv']"
2502,Prosecco Sparkling Wine (350 mL),Taco Bell,1,"['prosecco', 'sparkling', 'wine', '350', 'ml']","['prosecco', 'sparkl', 'wine', '350', 'ml']"
2503,Caleb's Kola (20 oz),Taco Bell,0,"['calebs', 'kola', '20', 'oz']","['caleb', 'kola', '20', 'oz']"
2504,Whiskey (80 proof) - Single - LV,Taco Bell,1,"['whiskey', '80', 'proof', 'single', 'lv']","['whiskey', '80', 'proof', 'singl', 'lv']"
2505,Margarita Freeze (20 oz),Taco Bell,0,"['margarita', 'freeze', '20', 'oz']","['margarita', 'freez', '20', 'oz']"
2506,Dragon Fruit Freeze (20 oz),Taco Bell,0,"['dragon', 'fruit', 'freeze', '20', 'oz']","['dragon', 'fruit', 'freez', '20', 'oz']"
2507,Wild Strawberry Freeze (16 oz),Taco Bell,0,"['wild', 'strawberry', 'freeze', '16', 'oz']","['wild', 'strawberri', 'freez', '16', 'oz']"
2508,Hash Brown Toasted Breakfast Burrito - Bacon,Taco Bell,0,"['hash', 'brown', 'toasted', 'breakfast', 'burrito', 'bacon']","['hash', 'brown', 'toast', 'breakfast', 'burrito', 'bacon']"
2509,Cheesy Toasted Breakfast Burrito - Bacon,Taco Bell,0,"['cheesy', 'toasted', 'breakfast', 'burrito', 'bacon']","['cheesi', 'toast', 'breakfast', 'burrito', 'bacon']"
2510,Dragon Fruit Freeze (16 oz),Taco Bell,0,"['dragon', 'fruit', 'freeze', '16', 'oz']","['dragon', 'fruit', 'freez', '16', 'oz']"
2511,Beach Berry Freeze (32 oz),Taco Bell,0,"['beach', 'berry', 'freeze', '32', 'oz']","['beach', 'berri', 'freez', '32', 'oz']"
2512,Midnight Berry Freeze (20 oz) (New),Taco Bell,0,"['midnight', 'berry', 'freeze', '20', 'oz', 'new']","['midnight', 'berri', 'freez', '20', 'oz', 'new']"
2513,Diablo Sauce Packet (V),Taco Bell,1,"['diablo', 'sauce', 'packet', 'v']","['diablo', 'sauc', 'packet', 'v']"
2514,Cheesy Bean & Rice Burrito - Value Menu,Taco Bell,0,"['cheesy', 'bean', 'rice', 'burrito', 'value', 'menu']","['cheesi', 'bean', 'rice', 'burrito', 'valu', 'menu']"
2515,Cinnabon Delights (2 Pk) (V),Taco Bell,1,"['cinnabon', 'delights', '2', 'pk', 'v']","['cinnabon', 'delight', '2', 'pk', 'v']"
2516,Quesadilla - Specialties,Taco Bell,0,"['quesadilla', 'specialties']","['quesadilla', 'specialti']"
2517,Black Bean Chalupa,Taco Bell,1,"['black', 'bean', 'chalupa']","['black', 'bean', 'chalupa']"
2518,Soft Taco - Specialties,Taco Bell,1,"['soft', 'taco', 'specialties']","['soft', 'taco', 'specialti']"
2519,Grande Nachos - Veggie,Taco Bell,0,"['grande', 'nachos', 'veggie']","['grand', 'nacho', 'veggi']"
2520,Grande Nachos - Beef,Taco Bell,0,"['grande', 'nachos', 'beef']","['grand', 'nacho', 'beef']"
2521,Mtn Dew Baja Blast Freeze (20 oz),Taco Bell,0,"['mtn', 'dew', 'baja', 'blast', 'freeze', '20', 'oz']","['mtn', 'dew', 'baja', 'blast', 'freez', '20', 'oz']"
2522,Mtn Dew Kickstart Orange Citrus,Taco Bell,1,"['mtn', 'dew', 'kickstart', 'orange', 'citrus']","['mtn', 'dew', 'kickstart', 'orang', 'citru']"
2523,Chocolate Frosted with Sprinkles Donut,Dunkin' Donuts,1,"['chocolate', 'frosted', 'with', 'sprinkles', 'donut']","['chocol', 'frost', 'sprinkl', 'donut']"
2524,"Sausage, Egg and Cheese on Croissant",Dunkin' Donuts,0,"['sausage', 'egg', 'and', 'cheese', 'on', 'croissant']","['sausag', 'egg', 'chees', 'croissant']"
2525,"Bacon, Egg and Cheese on Croissant",Dunkin' Donuts,0,"['bacon', 'egg', 'and', 'cheese', 'on', 'croissant']","['bacon', 'egg', 'chees', 'croissant']"
2526,Sour Cream Donut,Dunkin' Donuts,1,"['sour', 'cream', 'donut']","['sour', 'cream', 'donut']"
2527,"Hot Coffee, Extra Large",Dunkin' Donuts,1,"['hot', 'coffee', 'extra', 'large']","['hot', 'coffe', 'extra', 'larg']"
2528,"Iced Coffee with Skim Milk and Sugar, Large",Dunkin' Donuts,0,"['iced', 'coffee', 'with', 'skim', 'milk', 'and', 'sugar', 'large']","['ice', 'coffe', 'skim', 'milk', 'sugar', 'larg']"
2529,"Hot Latte with Whole Milk and Sugar, Large",Dunkin' Donuts,0,"['hot', 'latte', 'with', 'whole', 'milk', 'and', 'sugar', 'large']","['hot', 'latt', 'whole', 'milk', 'sugar', 'larg']"
2530,"Hot Coffee with Sugar, Large",Dunkin' Donuts,0,"['hot', 'coffee', 'with', 'sugar', 'large']","['hot', 'coffe', 'sugar', 'larg']"
2531,"Mocha Swirl Iced Latte with Skim Milk, Medium",Dunkin' Donuts,0,"['mocha', 'swirl', 'iced', 'latte', 'with', 'skim', 'milk', 'medium']","['mocha', 'swirl', 'ice', 'latt', 'skim', 'milk', 'medium']"
2532,"Iced Tea Sweetened Blueberry Flavored Tea, Medium",Dunkin' Donuts,1,"['iced', 'tea', 'sweetened', 'blueberry', 'flavored', 'tea', 'medium']","['ice', 'tea', 'sweeten', 'blueberri', 'flavor', 'tea', 'medium']"
2533,Chocolate Frosted Cake Donut,Dunkin' Donuts,0,"['chocolate', 'frosted', 'cake', 'donut']","['chocol', 'frost', 'cake', 'donut']"
2534,"Iced Latte with Skim Milk, Medium",Dunkin' Donuts,1,"['iced', 'latte', 'with', 'skim', 'milk', 'medium']","['ice', 'latt', 'skim', 'milk', 'medium']"
2535,"Iced Coffee with Whole Milk and Sugar, Small",Dunkin' Donuts,1,"['iced', 'coffee', 'with', 'whole', 'milk', 'and', 'sugar', 'small']","['ice', 'coffe', 'whole', 'milk', 'sugar', 'small']"
2536,"Ham, Egg and Cheese on Croissant",Dunkin' Donuts,0,"['ham', 'egg', 'and', 'cheese', 'on', 'croissant']","['ham', 'egg', 'chees', 'croissant']"
2537,"Butter Pecan Swirl Iced Latte with Skim Milk, Medium",Dunkin' Donuts,0,"['butter', 'pecan', 'swirl', 'iced', 'latte', 'with', 'skim', 'milk', 'medium']","['butter', 'pecan', 'swirl', 'ice', 'latt', 'skim', 'milk', 'medium']"
2538,"Mocha Swirl Hot Latte with Skim Milk, Large",Dunkin' Donuts,0,"['mocha', 'swirl', 'hot', 'latte', 'with', 'skim', 'milk', 'large']","['mocha', 'swirl', 'hot', 'latt', 'skim', 'milk', 'larg']"
2539,"Hazelnut Swirl Hot Coffee, Medium",Dunkin' Donuts,0,"['hazelnut', 'swirl', 'hot', 'coffee', 'medium']","['hazelnut', 'swirl', 'hot', 'coffe', 'medium']"
2540,"Iced Tea Sweetened Raspberry Flavored, Medium",Dunkin' Donuts,1,"['iced', 'tea', 'sweetened', 'raspberry', 'flavored', 'medium']","['ice', 'tea', 'sweeten', 'raspberri', 'flavor', 'medium']"
2541,"Butter Pecan Swirl Iced Latte with Whole Milk, Small",Dunkin' Donuts,0,"['butter', 'pecan', 'swirl', 'iced', 'latte', 'with', 'whole', 'milk', 'small']","['butter', 'pecan', 'swirl', 'ice', 'latt', 'whole', 'milk', 'small']"
2542,"Cocoa Mocha Signature Hot Latte with Skim Milk, Small",Dunkin' Donuts,0,"['cocoa', 'mocha', 'signature', 'hot', 'latte', 'with', 'skim', 'milk', 'small']","['cocoa', 'mocha', 'signatur', 'hot', 'latt', 'skim', 'milk', 'small']"
2543,"Sweet Tea Raspberry Flavored, Small",Dunkin' Donuts,0,"['sweet', 'tea', 'raspberry', 'flavored', 'small']","['sweet', 'tea', 'raspberri', 'flavor', 'small']"
2544,"Hot Coffee with Whole Milk and Sugar, Extra Large",Dunkin' Donuts,0,"['hot', 'coffee', 'with', 'whole', 'milk', 'and', 'sugar', 'extra', 'large']","['hot', 'coffe', 'whole', 'milk', 'sugar', 'extra', 'larg']"
2545,"Frozen Coffee with Whole Milk, Medium",Dunkin' Donuts,0,"['frozen', 'coffee', 'with', 'whole', 'milk', 'medium']","['frozen', 'coffe', 'whole', 'milk', 'medium']"
2546,Big n' Toasted (Regional),Dunkin' Donuts,0,"['big', 'n', 'toasted', 'regional']","['big', 'n', 'toast', 'region']"
2547,"Frozen Coffee with Skim Milk, Large",Dunkin' Donuts,0,"['frozen', 'coffee', 'with', 'skim', 'milk', 'large']","['frozen', 'coffe', 'skim', 'milk', 'larg']"
2548,"Mint Hot Chocolate, Large",Dunkin' Donuts,0,"['mint', 'hot', 'chocolate', 'large']","['mint', 'hot', 'chocol', 'larg']"
2549,"French Vanilla Swirl Iced Latte with Skim Milk, Large",Dunkin' Donuts,0,"['french', 'vanilla', 'swirl', 'iced', 'latte', 'with', 'skim', 'milk', 'large']","['french', 'vanilla', 'swirl', 'ice', 'latt', 'skim', 'milk', 'larg']"
2550,Buffalo Chicken Wrap,Cafe Metro,0,"['buffalo', 'chicken', 'wrap']","['buffalo', 'chicken', 'wrap']"
2551,Cinnamon Raisin Bagel,Cafe Metro,1,"['cinnamon', 'raisin', 'bagel']","['cinnamon', 'raisin', 'bagel']"
2552,Double Chocolate Pound Cake,Cafe Metro,0,"['double', 'chocolate', 'pound', 'cake']","['doubl', 'chocol', 'pound', 'cake']"
2553,Side of Turkey Bacon,Cafe Metro,0,"['side', 'of', 'turkey', 'bacon']","['side', 'turkey', 'bacon']"
2554,Wasabi Crusted Salmon Entree Salad,Cafe Metro,0,"['wasabi', 'crusted', 'salmon', 'entree', 'salad']","['wasabi', 'crust', 'salmon', 'entre', 'salad']"
2555,NY Cheesecake,Cafe Metro,0,"['ny', 'cheesecake']","['ny', 'cheesecak']"
2556,Chocolate Decadence Brownie,Cafe Metro,0,"['chocolate', 'decadence', 'brownie']","['chocol', 'decad', 'browni']"
2557,Traditional Chef Entree Salad,Cafe Metro,0,"['traditional', 'chef', 'entree', 'salad']","['tradit', 'chef', 'entre', 'salad']"
2558,Chicken Vera Cruz Wrap,Cafe Metro,0,"['chicken', 'vera', 'cruz', 'wrap']","['chicken', 'vera', 'cruz', 'wrap']"
2559,Chicken Parmigiana,Cafe Metro,0,"['chicken', 'parmigiana']","['chicken', 'parmigiana']"
2560,Cranberry Pound Cake,Cafe Metro,0,"['cranberry', 'pound', 'cake']","['cranberri', 'pound', 'cake']"
2561,Fresh Turkey BLT,Cafe Metro,0,"['fresh', 'turkey', 'blt']","['fresh', 'turkey', 'blt']"
2562,Onion Bagel,Cafe Metro,1,"['onion', 'bagel']","['onion', 'bagel']"
2563,Hard Boiled Egg Sandwich,Cafe Metro,0,"['hard', 'boiled', 'egg', 'sandwich']","['hard', 'boil', 'egg', 'sandwich']"
2564,Two Eggs on Wrap,Cafe Metro,0,"['two', 'eggs', 'on', 'wrap']","['two', 'egg', 'wrap']"
2565,Sesame Seed Bagel,Cafe Metro,1,"['sesame', 'seed', 'bagel']","['sesam', 'seed', 'bagel']"
2566,Cheddar Cheese Slice,Cafe Metro,1,"['cheddar', 'cheese', 'slice']","['cheddar', 'chees', 'slice']"
